first_annotation_started_date,task_count,input_data_count,annotation_count,worktime_hour,annotation_worktime_hour,inspection_worktime_hour,acceptance_worktime_hour,worktime_hour/input_data_count,annotation_worktime_hour/input_data_count,inspection_worktime_hour/input_data_count,acceptance_worktime_hour/input_data_count,worktime_hour/annotation_count,annotation_worktime_hour/annotation_count,inspection_worktime_hour/annotation_count,acceptance_worktime_hour/annotation_count
2021-11-15,44,440,6169,96.8340188888889,59.4306697222222,37.3170027777778,0.086346388888889,0.220077315656566,0.135069703914141,0.084811369949495,0.000196241792929,0.015696874515949,0.009633760694152,0.006049117000774,1.39968210226761E-05
2021-11-16,26,260,3688,48.7152086111111,35.9328236111111,12.7639688888889,0.018416111111111,0.187366186965812,0.138203167735043,0.049092188034188,7.08311965811965E-05,0.013209112963967,0.009743173430345,0.003460946011087,4.99352253555073E-06
2021-11-17,36,360,5311,56.2651563888889,43.5519977777778,12.6895361111111,0.0236225,0.156292101080247,0.120977771604938,0.035248711419753,6.56180555555553E-05,0.010594079530953,0.008200338500805,0.00238929318605,4.44784409715683E-06
2021-11-18,32,313,4274,38.9404036111111,31.3710841666667,7.56931944444445,0,0.124410235179269,0.100227105963791,0.024183129215478,0,0.009110997569282,0.007339982257058,0.001771015312224,0
2021-11-19,32,313,3855,48.2719366666667,37.2531702777778,11.0031555555556,0.015610833333333,0.154223439829606,0.119019713347533,0.035153851615194,4.98748668796591E-05,0.012521903156074,0.00966359799683,0.002854255656435,4.04950281020319E-06
2021-11-20,14,140,1798,14.4349247222222,10.0003730555556,4.43455166666667,0,0.10310660515873,0.071431236111111,0.031675369047619,0,0.008028322982326,0.005561942745025,0.002466380237301,0
2021-11-21,17,170,2353,21.9243680555556,15.4378261111111,6.44804194444444,0.0385,0.128966870915033,0.090810741830065,0.037929658496732,0.000226470588235,0.009317623483024,0.00656091207442,0.002740349317656,1.63620909477263E-05
2021-11-22,38,380,4818,47.4644508333333,38.4483880555556,8.99372361111111,0.022339166666667,0.124906449561403,0.101179968567251,0.02366769371345,5.87872807017542E-05,0.009851484191227,0.007980155262672,0.001866692322771,4.63660578386604E-06
