project_id,task_id,phase,phase_stage,status,number_of_rejections_by_inspection,number_of_rejections_by_acceptance,first_annotation_user_id,first_annotation_username,first_annotation_worktime_hour,first_annotation_started_datetime,first_inspection_user_id,first_inspection_username,first_inspection_worktime_hour,first_inspection_started_datetime,first_acceptance_user_id,first_acceptance_username,first_acceptance_worktime_hour,first_acceptance_started_datetime,first_acceptance_completed_datetime,worktime_hour,annotation_worktime_hour,inspection_worktime_hour,acceptance_worktime_hour,input_data_count,annotation_count,inspection_comment_count,inspection_is_skipped,acceptance_is_skipped,post_rejection_annotation_worktime_hour,post_rejection_inspection_worktime_hour,post_rejection_acceptance_worktime_hour
prj1,task1,acceptance,1,complete,0,0,TP,TP,0.091450555555556,2020-09-01T09:44:35.431+09:00,,,0,,QF,QF,0.014653611111111,2020-09-01T11:08:47.598+09:00,2020-09-01T11:09:40.351+09:00,0.106104166666667,0.091450555555556,0,0.014653611111111,20,194,0,False,False,0,0,0
prj1,task2,acceptance,1,complete,0,0,MO,MO,0.533797777777778,2020-08-31T16:18:34.369+09:00,,,0,,QF,QF,0.023494722222222,2020-09-02T07:22:13.693+09:00,2020-09-02T07:23:38.274+09:00,0.5572925,0.533797777777778,0,0.023494722222222,20,648,0,False,False,0,0,0
